V1	V(n001)	V(n002)	I(D1)
3.960000000000000e-01	3.960000e-01	2.345742e-04	1.563828e-05
3.970000000000000e-01	3.970000e-01	2.397804e-04	1.598536e-05
3.980000000000000e-01	3.980000e-01	2.451016e-04	1.634010e-05
3.990000000000000e-01	3.990000e-01	2.505401e-04	1.670267e-05
4.000000000000000e-01	4.000000e-01	2.560986e-04	1.707324e-05
4.010000000000000e-01	4.010000e-01	2.617797e-04	1.745198e-05
4.020000000000000e-01	4.020000e-01	2.675860e-04	1.783906e-05
4.030000000000000e-01	4.030000e-01	2.735202e-04	1.823468e-05
4.040000000000000e-01	4.040000e-01	2.795852e-04	1.863902e-05
4.050000000000000e-01	4.050000e-01	2.857838e-04	1.905226e-05
4.060000000000000e-01	4.060000e-01	2.921190e-04	1.947460e-05
4.070000000000000e-01	4.070000e-01	2.985935e-04	1.990623e-05
4.080000000000000e-01	4.080000e-01	3.052106e-04	2.034737e-05
4.090000000000000e-01	4.090000e-01	3.119732e-04	2.079821e-05
4.100000000000000e-01	4.100000e-01	3.188846e-04	2.125897e-05
4.110000000000000e-01	4.110000e-01	3.259479e-04	2.172986e-05
4.120000000000000e-01	4.120000e-01	3.331664e-04	2.221110e-05
4.130000000000000e-01	4.130000e-01	3.405436e-04	2.270291e-05
4.140000000000000e-01	4.140000e-01	3.480829e-04	2.320552e-05
4.150000000000000e-01	4.150000e-01	3.557876e-04	2.371918e-05
4.160000000000000e-01	4.160000e-01	3.636615e-04	2.424410e-05
4.170000000000000e-01	4.170000e-01	3.717082e-04	2.478054e-05
4.180000000000000e-01	4.180000e-01	3.799313e-04	2.532875e-05
4.190000000000000e-01	4.190000e-01	3.883347e-04	2.588898e-05
4.200000000000000e-01	4.200000e-01	3.969223e-04	2.646149e-05
4.210000000000000e-01	4.210000e-01	4.056981e-04	2.704654e-05
4.220000000000000e-01	4.220000e-01	4.146661e-04	2.764440e-05
4.230000000000000e-01	4.230000e-01	4.238303e-04	2.825535e-05
4.240000000000000e-01	4.240000e-01	4.331951e-04	2.887967e-05
4.250000000000000e-01	4.250000e-01	4.427647e-04	2.951764e-05
4.260000000000000e-01	4.260000e-01	4.525435e-04	3.016956e-05
4.270000000000000e-01	4.270000e-01	4.625360e-04	3.083573e-05
4.280000000000000e-01	4.280000e-01	4.727467e-04	3.151645e-05
4.290000000000000e-01	4.290000e-01	4.831804e-04	3.221202e-05
4.300000000000000e-01	4.300000e-01	4.938418e-04	3.292278e-05
4.310000000000000e-01	4.310000e-01	5.047357e-04	3.364904e-05
4.320000000000000e-01	4.320000e-01	5.158670e-04	3.439114e-05
4.330000000000000e-01	4.330000e-01	5.272410e-04	3.514940e-05
4.340000000000000e-01	4.340000e-01	5.388626e-04	3.592417e-05
4.350000000000000e-01	4.350000e-01	5.507372e-04	3.671581e-05
4.360000000000000e-01	4.360000e-01	5.628701e-04	3.752467e-05
4.370000000000000e-01	4.370000e-01	5.752668e-04	3.835112e-05
4.380000000000000e-01	4.380000e-01	5.879329e-04	3.919553e-05
4.390000000000000e-01	4.390000e-01	6.008741e-04	4.005827e-05
4.400000000000000e-01	4.400000e-01	6.140961e-04	4.093974e-05
4.410000000000000e-01	4.410000e-01	6.276050e-04	4.184033e-05
4.420000000000000e-01	4.420000e-01	6.414067e-04	4.276045e-05
4.430000000000000e-01	4.430000e-01	6.555074e-04	4.370049e-05
4.440000000000000e-01	4.440000e-01	6.699134e-04	4.466089e-05
4.450000000000000e-01	4.450000e-01	6.846311e-04	4.564207e-05
4.460000000000000e-01	4.460000e-01	6.996670e-04	4.664447e-05
4.470000000000000e-01	4.470000e-01	7.150278e-04	4.766852e-05
4.480000000000000e-01	4.480000e-01	7.307202e-04	4.871468e-05
4.490000000000000e-01	4.490000e-01	7.467513e-04	4.978342e-05
4.500000000000000e-01	4.500000e-01	7.631280e-04	5.087520e-05
4.510000000000000e-01	4.510000e-01	7.798575e-04	5.199050e-05
4.520000000000000e-01	4.520000e-01	7.969472e-04	5.312981e-05
4.530000000000000e-01	4.530000e-01	8.144045e-04	5.429363e-05
4.540000000000000e-01	4.540000e-01	8.322370e-04	5.548247e-05
4.550000000000000e-01	4.550000e-01	8.504525e-04	5.669683e-05
4.560000000000000e-01	4.560000e-01	8.690589e-04	5.793726e-05
4.570000000000000e-01	4.570000e-01	8.880643e-04	5.920429e-05
4.580000000000000e-01	4.580000e-01	9.074768e-04	6.049845e-05
4.590000000000000e-01	4.590000e-01	9.273048e-04	6.182032e-05
4.600000000000000e-01	4.600000e-01	9.475568e-04	6.317045e-05
4.610000000000000e-01	4.610000e-01	9.682415e-04	6.454944e-05
4.620000000000000e-01	4.620000e-01	9.893677e-04	6.595785e-05
4.630000000000000e-01	4.630000e-01	1.010944e-03	6.739630e-05
4.640000000000000e-01	4.640000e-01	1.032981e-03	6.886539e-05
4.650000000000000e-01	4.650000e-01	1.055486e-03	7.036575e-05
4.660000000000000e-01	4.660000e-01	1.078470e-03	7.189801e-05
4.670000000000000e-01	4.670000e-01	1.101942e-03	7.346280e-05
4.680000000000000e-01	4.680000e-01	1.125912e-03	7.506081e-05
4.690000000000000e-01	4.690000e-01	1.150390e-03	7.669268e-05
4.700000000000000e-01	4.700000e-01	1.175386e-03	7.835909e-05
4.710000000000000e-01	4.710000e-01	1.200911e-03	8.006074e-05
4.720000000000000e-01	4.720000e-01	1.226975e-03	8.179833e-05
4.730000000000000e-01	4.730000e-01	1.253589e-03	8.357259e-05
4.740000000000000e-01	4.740000e-01	1.280763e-03	8.538422e-05
4.750000000000000e-01	4.750000e-01	1.308510e-03	8.723399e-05
4.760000000000000e-01	4.760000e-01	1.336840e-03	8.912264e-05
4.770000000000000e-01	4.770000e-01	1.365764e-03	9.105093e-05
4.780000000000000e-01	4.780000e-01	1.395295e-03	9.301966e-05
4.790000000000000e-01	4.790000e-01	1.425444e-03	9.502960e-05
4.800000000000000e-01	4.800000e-01	1.456224e-03	9.708157e-05
4.810000000000000e-01	4.810000e-01	1.487646e-03	9.917640e-05
4.820000000000000e-01	4.820000e-01	1.519723e-03	1.013149e-04
4.830000000000000e-01	4.830000e-01	1.552469e-03	1.034979e-04
4.840000000000000e-01	4.840000e-01	1.585895e-03	1.057263e-04
4.850000000000000e-01	4.850000e-01	1.620015e-03	1.080010e-04
4.860000000000000e-01	4.860000e-01	1.654843e-03	1.103228e-04
4.870000000000000e-01	4.870000e-01	1.690391e-03	1.126927e-04
4.880000000000000e-01	4.880000e-01	1.726674e-03	1.151116e-04
4.890000000000000e-01	4.890000e-01	1.763705e-03	1.175803e-04
4.900000000000000e-01	4.900000e-01	1.801499e-03	1.200999e-04
4.910000000000000e-01	4.910000e-01	1.840070e-03	1.226714e-04
4.920000000000000e-01	4.920000e-01	1.879433e-03	1.252955e-04
4.930000000000000e-01	4.930000e-01	1.919603e-03	1.279735e-04
4.940000000000000e-01	4.940000e-01	1.960594e-03	1.307062e-04
4.950000000000000e-01	4.950000e-01	2.002422e-03	1.334948e-04
4.960000000000000e-01	4.960000e-01	2.045102e-03	1.363401e-04
4.970000000000000e-01	4.970000e-01	2.088651e-03	1.392434e-04
4.980000000000000e-01	4.980000e-01	2.133083e-03	1.422056e-04
4.990000000000000e-01	4.990000e-01	2.178416e-03	1.452278e-04
5.000000000000000e-01	5.000000e-01	2.224666e-03	1.483111e-04
5.010000000000000e-01	5.010000e-01	2.271849e-03	1.514566e-04
5.020000000000000e-01	5.020000e-01	2.319982e-03	1.546655e-04
5.030000000000000e-01	5.030000e-01	2.369083e-03	1.579389e-04
5.040000000000000e-01	5.040000e-01	2.419168e-03	1.612779e-04
5.050000000000000e-01	5.050000e-01	2.470255e-03	1.646837e-04
5.060000000000000e-01	5.060000e-01	2.522363e-03	1.681575e-04
5.070000000000000e-01	5.070000e-01	2.575508e-03	1.717005e-04
5.080000000000000e-01	5.080000e-01	2.629709e-03	1.753139e-04
5.090000000000000e-01	5.090000e-01	2.684985e-03	1.789990e-04
5.100000000000000e-01	5.100000e-01	2.741354e-03	1.827569e-04
5.110000000000000e-01	5.110000e-01	2.798835e-03	1.865890e-04
5.120000000000000e-01	5.120000e-01	2.857447e-03	1.904965e-04
5.130000000000000e-01	5.130000e-01	2.917210e-03	1.944807e-04
5.140000000000000e-01	5.140000e-01	2.978143e-03	1.985429e-04
5.150000000000000e-01	5.150000e-01	3.040266e-03	2.026844e-04
5.160000000000000e-01	5.160000e-01	3.103598e-03	2.069066e-04
5.170000000000000e-01	5.170000e-01	3.168161e-03	2.112107e-04
5.180000000000000e-01	5.180000e-01	3.233974e-03	2.155983e-04
5.190000000000000e-01	5.190000e-01	3.301058e-03	2.200705e-04
5.200000000000000e-01	5.200000e-01	3.369434e-03	2.246290e-04
5.210000000000000e-01	5.210000e-01	3.439123e-03	2.292749e-04
5.220000000000000e-01	5.220000e-01	3.510146e-03	2.340097e-04
5.230000000000000e-01	5.230000e-01	3.582525e-03	2.388350e-04
5.240000000000000e-01	5.240000e-01	3.656280e-03	2.437520e-04
5.250000000000000e-01	5.250000e-01	3.731434e-03	2.487623e-04
5.260000000000000e-01	5.260000e-01	3.808010e-03	2.538673e-04
5.270000000000000e-01	5.270000e-01	3.886028e-03	2.590685e-04
5.280000000000000e-01	5.280000e-01	3.965512e-03	2.643674e-04
5.290000000000000e-01	5.290000e-01	4.046483e-03	2.697656e-04
5.300000000000000e-01	5.300000e-01	4.128965e-03	2.752643e-04
5.310000000000000e-01	5.310000e-01	4.212980e-03	2.808654e-04
5.320000000000000e-01	5.320000e-01	4.298552e-03	2.865701e-04
5.330000000000000e-01	5.330000e-01	4.385703e-03	2.923802e-04
5.340000000000000e-01	5.340000e-01	4.474456e-03	2.982971e-04
5.350000000000000e-01	5.350000e-01	4.564836e-03	3.043224e-04
5.360000000000000e-01	5.360000e-01	4.656865e-03	3.104577e-04
5.370000000000000e-01	5.370000e-01	4.750568e-03	3.167045e-04
5.380000000000000e-01	5.380000e-01	4.845968e-03	3.230645e-04
5.390000000000000e-01	5.390000e-01	4.943088e-03	3.295392e-04
5.400000000000000e-01	5.400000e-01	5.041954e-03	3.361302e-04
5.410000000000000e-01	5.410000e-01	5.142588e-03	3.428392e-04
5.420000000000000e-01	5.420000e-01	5.245016e-03	3.496677e-04
5.430000000000000e-01	5.430000e-01	5.349261e-03	3.566174e-04
5.440000000000000e-01	5.440000e-01	5.455348e-03	3.636899e-04
5.450000000000000e-01	5.450000e-01	5.563301e-03	3.708867e-04
5.460000000000000e-01	5.460000e-01	5.673144e-03	3.782096e-04
5.470000000000000e-01	5.470000e-01	5.784903e-03	3.856602e-04
5.480000000000000e-01	5.480000e-01	5.898601e-03	3.932401e-04
5.490000000000000e-01	5.490000e-01	6.014263e-03	4.009509e-04
5.500000000000000e-01	5.500000e-01	6.131914e-03	4.087943e-04
5.510000000000000e-01	5.510000e-01	6.251578e-03	4.167719e-04
5.520000000000000e-01	5.520000e-01	6.373280e-03	4.248853e-04
5.530000000000000e-01	5.530000e-01	6.497044e-03	4.331363e-04
5.540000000000000e-01	5.540000e-01	6.622895e-03	4.415264e-04
5.550000000000000e-01	5.550000e-01	6.750857e-03	4.500572e-04
5.560000000000000e-01	5.560000e-01	6.880956e-03	4.587304e-04
5.570000000000001e-01	5.570000e-01	7.013214e-03	4.675476e-04
5.580000000000001e-01	5.580000e-01	7.147657e-03	4.765104e-04
5.590000000000001e-01	5.590000e-01	7.284308e-03	4.856205e-04
5.600000000000001e-01	5.600000e-01	7.423192e-03	4.948795e-04
5.610000000000001e-01	5.610000e-01	7.564334e-03	5.042889e-04
5.620000000000001e-01	5.620000e-01	7.707756e-03	5.138504e-04
5.630000000000001e-01	5.630000e-01	7.853483e-03	5.235655e-04
5.640000000000001e-01	5.640000e-01	8.001539e-03	5.334359e-04
5.650000000000001e-01	5.650000e-01	8.151946e-03	5.434630e-04
5.660000000000001e-01	5.660000e-01	8.304729e-03	5.536486e-04
5.670000000000001e-01	5.670000e-01	8.459911e-03	5.639941e-04
5.680000000000001e-01	5.680000e-01	8.617514e-03	5.745009e-04
5.690000000000001e-01	5.690000e-01	8.777562e-03	5.851708e-04
5.700000000000001e-01	5.700000e-01	8.940076e-03	5.960051e-04
5.710000000000001e-01	5.710000e-01	9.105082e-03	6.070054e-04
5.720000000000001e-01	5.720000e-01	9.272598e-03	6.181732e-04
5.730000000000001e-01	5.730000e-01	9.442649e-03	6.295099e-04
5.740000000000001e-01	5.740000e-01	9.615256e-03	6.410170e-04
5.750000000000001e-01	5.750000e-01	9.790439e-03	6.526959e-04
5.760000000000001e-01	5.760000e-01	9.968221e-03	6.645481e-04
5.770000000000000e-01	5.770000e-01	1.014862e-02	6.765748e-04
5.780000000000000e-01	5.780000e-01	1.033166e-02	6.887776e-04
5.790000000000000e-01	5.790000e-01	1.051737e-02	7.011577e-04
5.800000000000000e-01	5.800000e-01	1.070575e-02	7.137166e-04
5.810000000000000e-01	5.810000e-01	1.089683e-02	7.264555e-04
5.820000000000000e-01	5.820000e-01	1.109063e-02	7.393757e-04
5.830000000000000e-01	5.830000e-01	1.128718e-02	7.524784e-04
5.840000000000000e-01	5.840000e-01	1.148647e-02	7.657650e-04
5.850000000000000e-01	5.850000e-01	1.168855e-02	7.792366e-04
5.860000000000000e-01	5.860000e-01	1.189342e-02	7.928946e-04
5.870000000000000e-01	5.870000e-01	1.210110e-02	8.067399e-04
5.880000000000000e-01	5.880000e-01	1.231161e-02	8.207738e-04
5.890000000000000e-01	5.890000e-01	1.252496e-02	8.349975e-04
5.900000000000000e-01	5.900000e-01	1.274118e-02	8.494119e-04
5.910000000000000e-01	5.910000e-01	1.296027e-02	8.640182e-04
5.920000000000000e-01	5.920000e-01	1.318226e-02	8.788175e-04
5.930000000000000e-01	5.930000e-01	1.340716e-02	8.938106e-04
5.940000000000000e-01	5.940000e-01	1.363498e-02	9.089988e-04
5.950000000000000e-01	5.950000e-01	1.386574e-02	9.243828e-04
5.960000000000000e-01	5.960000e-01	1.409945e-02	9.399635e-04
5.970000000000000e-01	5.970000e-01	1.433613e-02	9.557420e-04
5.980000000000000e-01	5.980000e-01	1.457579e-02	9.717190e-04
5.990000000000000e-01	5.990000e-01	1.481843e-02	9.878955e-04
6.000000000000000e-01	6.000000e-01	1.506408e-02	1.004272e-03
6.010000000000000e-01	6.010000e-01	1.531275e-02	1.020850e-03
6.020000000000000e-01	6.020000e-01	1.556444e-02	1.037629e-03
6.030000000000000e-01	6.030000e-01	1.581917e-02	1.054611e-03
6.040000000000000e-01	6.040000e-01	1.607694e-02	1.071796e-03
6.050000000000000e-01	6.050000e-01	1.633777e-02	1.089185e-03
6.060000000000000e-01	6.060000e-01	1.660167e-02	1.106778e-03
6.070000000000000e-01	6.070000e-01	1.686864e-02	1.124576e-03
6.080000000000000e-01	6.080000e-01	1.713870e-02	1.142580e-03
6.090000000000000e-01	6.090000e-01	1.741184e-02	1.160789e-03
6.100000000000000e-01	6.100000e-01	1.768808e-02	1.179206e-03
6.110000000000000e-01	6.110000e-01	1.796743e-02	1.197829e-03
6.120000000000000e-01	6.120000e-01	1.824989e-02	1.216660e-03
6.130000000000000e-01	6.130000e-01	1.853547e-02	1.235698e-03
6.140000000000000e-01	6.140000e-01	1.882417e-02	1.254945e-03
6.150000000000000e-01	6.150000e-01	1.911600e-02	1.274400e-03
6.160000000000000e-01	6.160000e-01	1.941095e-02	1.294064e-03
6.170000000000000e-01	6.170000e-01	1.970905e-02	1.313937e-03
6.180000000000000e-01	6.180000e-01	2.001028e-02	1.334019e-03
6.190000000000000e-01	6.190000e-01	2.031466e-02	1.354310e-03
6.200000000000000e-01	6.200000e-01	2.062218e-02	1.374812e-03
6.210000000000000e-01	6.210000e-01	2.093284e-02	1.395523e-03
6.220000000000000e-01	6.220000e-01	2.124666e-02	1.416444e-03
6.230000000000000e-01	6.230000e-01	2.156362e-02	1.437575e-03
6.240000000000000e-01	6.240000e-01	2.188374e-02	1.458916e-03
6.250000000000000e-01	6.250000e-01	2.220700e-02	1.480467e-03
6.260000000000000e-01	6.260000e-01	2.253341e-02	1.502227e-03
6.270000000000000e-01	6.270000e-01	2.286297e-02	1.524198e-03
6.280000000000000e-01	6.280000e-01	2.319568e-02	1.546379e-03
6.290000000000000e-01	6.290000e-01	2.353154e-02	1.568769e-03
6.300000000000000e-01	6.300000e-01	2.387054e-02	1.591369e-03
6.310000000000000e-01	6.310000e-01	2.421268e-02	1.614179e-03
6.320000000000000e-01	6.320000e-01	2.455796e-02	1.637197e-03
6.330000000000000e-01	6.330000e-01	2.490637e-02	1.660425e-03
6.340000000000000e-01	6.340000e-01	2.525792e-02	1.683861e-03
6.350000000000000e-01	6.350000e-01	2.561260e-02	1.707506e-03
6.360000000000000e-01	6.360000e-01	2.597039e-02	1.731360e-03
6.370000000000000e-01	6.370000e-01	2.633131e-02	1.755420e-03
6.380000000000000e-01	6.380000e-01	2.669534e-02	1.779689e-03
6.390000000000000e-01	6.390000e-01	2.706247e-02	1.804165e-03
6.400000000000000e-01	6.400000e-01	2.743270e-02	1.828847e-03
6.410000000000000e-01	6.410000e-01	2.780603e-02	1.853736e-03
6.420000000000000e-01	6.420000e-01	2.818245e-02	1.878830e-03
6.430000000000000e-01	6.430000e-01	2.856195e-02	1.904130e-03
6.440000000000000e-01	6.440000e-01	2.894452e-02	1.929634e-03
6.450000000000000e-01	6.450000e-01	2.933015e-02	1.955344e-03
6.460000000000000e-01	6.460000e-01	2.971885e-02	1.981256e-03
6.470000000000000e-01	6.470000e-01	3.011059e-02	2.007372e-03
6.480000000000000e-01	6.480000e-01	3.050537e-02	2.033691e-03
6.490000000000000e-01	6.490000e-01	3.090318e-02	2.060212e-03
6.500000000000000e-01	6.500000e-01	3.130401e-02	2.086934e-03
6.510000000000000e-01	6.510000e-01	3.170786e-02	2.113857e-03
6.520000000000000e-01	6.520000e-01	3.211470e-02	2.140980e-03
6.530000000000000e-01	6.530000e-01	3.252454e-02	2.168303e-03
6.540000000000000e-01	6.540000e-01	3.293736e-02	2.195824e-03
6.550000000000000e-01	6.550000e-01	3.335315e-02	2.223544e-03
6.560000000000000e-01	6.560000e-01	3.377190e-02	2.251460e-03
6.570000000000000e-01	6.570000e-01	3.419360e-02	2.279573e-03
6.580000000000000e-01	6.580000e-01	3.461824e-02	2.307882e-03
6.590000000000000e-01	6.590000e-01	3.504580e-02	2.336386e-03
6.600000000000000e-01	6.600000e-01	3.547627e-02	2.365085e-03
6.610000000000000e-01	6.610000e-01	3.590965e-02	2.393976e-03
6.620000000000000e-01	6.620000e-01	3.634591e-02	2.423061e-03
6.630000000000000e-01	6.630000e-01	3.678505e-02	2.452337e-03
6.640000000000000e-01	6.640000e-01	3.722705e-02	2.481804e-03
6.650000000000000e-01	6.650000e-01	3.767191e-02	2.511461e-03
6.660000000000000e-01	6.660000e-01	3.811960e-02	2.541307e-03
6.670000000000000e-01	6.670000e-01	3.857012e-02	2.571342e-03
6.680000000000000e-01	6.680000e-01	3.902345e-02	2.601563e-03
6.690000000000000e-01	6.690000e-01	3.947958e-02	2.631972e-03
6.700000000000000e-01	6.700000e-01	3.993849e-02	2.662566e-03
6.710000000000000e-01	6.710000e-01	4.040018e-02	2.693345e-03
6.720000000000000e-01	6.720000e-01	4.086462e-02	2.724308e-03
6.730000000000000e-01	6.730000e-01	4.133180e-02	2.755453e-03
6.740000000000000e-01	6.740000e-01	4.180171e-02	2.786781e-03
6.750000000000000e-01	6.750000e-01	4.227434e-02	2.818289e-03
6.760000000000000e-01	6.760000e-01	4.274966e-02	2.849977e-03
6.770000000000000e-01	6.770000e-01	4.322767e-02	2.881845e-03
6.780000000000000e-01	6.780000e-01	4.370835e-02	2.913890e-03
6.790000000000000e-01	6.790000e-01	4.419169e-02	2.946113e-03
6.800000000000000e-01	6.800000e-01	4.467767e-02	2.978512e-03
6.810000000000000e-01	6.810000e-01	4.516628e-02	3.011085e-03
6.820000000000001e-01	6.820000e-01	4.565750e-02	3.043833e-03
6.830000000000001e-01	6.830000e-01	4.615132e-02	3.076755e-03
6.840000000000001e-01	6.840000e-01	4.664772e-02	3.109848e-03
6.850000000000001e-01	6.850000e-01	4.714668e-02	3.143112e-03
6.860000000000001e-01	6.860000e-01	4.764820e-02	3.176547e-03
6.870000000000001e-01	6.870000e-01	4.815225e-02	3.210150e-03
6.880000000000001e-01	6.880000e-01	4.865883e-02	3.243922e-03
6.890000000000001e-01	6.890000e-01	4.916791e-02	3.277861e-03
6.900000000000001e-01	6.900000e-01	4.967949e-02	3.311966e-03
6.910000000000001e-01	6.910000e-01	5.019354e-02	3.346236e-03
6.920000000000001e-01	6.920000e-01	5.071005e-02	3.380670e-03
6.930000000000001e-01	6.930000e-01	5.122901e-02	3.415267e-03
6.940000000000001e-01	6.940000e-01	5.175039e-02	3.450026e-03
6.950000000000001e-01	6.950000e-01	5.227420e-02	3.484946e-03
6.960000000000001e-01	6.960000e-01	5.280040e-02	3.520027e-03
6.970000000000001e-01	6.970000e-01	5.332898e-02	3.555266e-03
6.980000000000001e-01	6.980000e-01	5.385994e-02	3.590663e-03
6.990000000000001e-01	6.990000e-01	5.439325e-02	3.626217e-03
7.000000000000001e-01	7.000000e-01	5.492890e-02	3.661926e-03
7.010000000000001e-01	7.010000e-01	5.546687e-02	3.697791e-03
7.020000000000001e-01	7.020000e-01	5.600715e-02	3.733810e-03
7.030000000000001e-01	7.030000e-01	5.654972e-02	3.769981e-03
7.040000000000000e-01	7.040000e-01	5.709457e-02	3.806305e-03
7.050000000000000e-01	7.050000e-01	5.764168e-02	3.842779e-03
7.060000000000000e-01	7.060000e-01	5.819104e-02	3.879403e-03
7.070000000000000e-01	7.070000e-01	5.874263e-02	3.916176e-03
7.080000000000000e-01	7.080000e-01	5.929644e-02	3.953096e-03
7.090000000000000e-01	7.090000e-01	5.985245e-02	3.990164e-03
7.100000000000000e-01	7.100000e-01	6.041066e-02	4.027377e-03
7.110000000000000e-01	7.110000e-01	6.097103e-02	4.064735e-03
7.120000000000000e-01	7.120000e-01	6.153356e-02	4.102237e-03
7.130000000000000e-01	7.130000e-01	6.209823e-02	4.139882e-03
7.140000000000000e-01	7.140000e-01	6.266502e-02	4.177668e-03
7.150000000000000e-01	7.150000e-01	6.323393e-02	4.215596e-03
7.160000000000000e-01	7.160000e-01	6.380495e-02	4.253663e-03
7.170000000000000e-01	7.170000e-01	6.437805e-02	4.291870e-03
7.180000000000000e-01	7.180000e-01	6.495321e-02	4.330214e-03
7.190000000000000e-01	7.190000e-01	6.553043e-02	4.368695e-03
7.200000000000000e-01	7.200000e-01	6.610968e-02	4.407312e-03
7.210000000000000e-01	7.210000e-01	6.669097e-02	4.446065e-03
7.220000000000000e-01	7.220000e-01	6.727426e-02	4.484951e-03
7.230000000000000e-01	7.230000e-01	6.785956e-02	4.523971e-03
7.240000000000000e-01	7.240000e-01	6.844683e-02	4.563122e-03
7.250000000000000e-01	7.250000e-01	6.903608e-02	4.602405e-03
7.260000000000000e-01	7.260000e-01	6.962728e-02	4.641819e-03
7.270000000000000e-01	7.270000e-01	7.022042e-02	4.681361e-03
7.280000000000000e-01	7.280000e-01	7.081549e-02	4.721032e-03
7.290000000000000e-01	7.290000e-01	7.141247e-02	4.760832e-03
7.300000000000000e-01	7.300000e-01	7.201135e-02	4.800757e-03
7.310000000000000e-01	7.310000e-01	7.261212e-02	4.840808e-03
7.320000000000000e-01	7.320000e-01	7.321476e-02	4.880984e-03
7.330000000000000e-01	7.330000e-01	7.381926e-02	4.921284e-03
7.340000000000000e-01	7.340000e-01	7.442561e-02	4.961707e-03
7.350000000000000e-01	7.350000e-01	7.503378e-02	5.002252e-03
7.360000000000000e-01	7.360000e-01	7.564378e-02	5.042918e-03
7.370000000000000e-01	7.370000e-01	7.625557e-02	5.083705e-03
7.380000000000000e-01	7.380000e-01	7.686917e-02	5.124611e-03
7.390000000000000e-01	7.390000e-01	7.748454e-02	5.165636e-03
7.400000000000000e-01	7.400000e-01	7.810168e-02	5.206779e-03
7.410000000000000e-01	7.410000e-01	7.872057e-02	5.248038e-03
7.420000000000000e-01	7.420000e-01	7.934120e-02	5.289414e-03
7.430000000000000e-01	7.430000e-01	7.996356e-02	5.330904e-03
7.440000000000000e-01	7.440000e-01	8.058764e-02	5.372509e-03
7.450000000000000e-01	7.450000e-01	8.121342e-02	5.414228e-03
7.460000000000000e-01	7.460000e-01	8.184090e-02	5.456060e-03
7.470000000000000e-01	7.470000e-01	8.247004e-02	5.498003e-03
7.480000000000000e-01	7.480000e-01	8.310086e-02	5.540057e-03
7.490000000000000e-01	7.490000e-01	8.373332e-02	5.582222e-03
7.500000000000000e-01	7.500000e-01	8.436743e-02	5.624495e-03
7.510000000000000e-01	7.510000e-01	8.500317e-02	5.666878e-03
7.520000000000000e-01	7.520000e-01	8.564053e-02	5.709369e-03
7.530000000000000e-01	7.530000e-01	8.627949e-02	5.751966e-03
7.540000000000000e-01	7.540000e-01	8.692005e-02	5.794670e-03
7.550000000000000e-01	7.550000e-01	8.756219e-02	5.837479e-03
7.560000000000000e-01	7.560000e-01	8.820590e-02	5.880393e-03
7.570000000000000e-01	7.570000e-01	8.885116e-02	5.923411e-03
7.580000000000000e-01	7.580000e-01	8.949798e-02	5.966532e-03
7.590000000000000e-01	7.590000e-01	9.014633e-02	6.009756e-03
7.600000000000000e-01	7.600000e-01	9.079621e-02	6.053081e-03
7.610000000000000e-01	7.610000e-01	9.144761e-02	6.096507e-03
7.620000000000000e-01	7.620000e-01	9.210050e-02	6.140033e-03
7.630000000000000e-01	7.630000e-01	9.275489e-02	6.183659e-03
7.640000000000000e-01	7.640000e-01	9.341075e-02	6.227383e-03
7.650000000000000e-01	7.650000e-01	9.406810e-02	6.271206e-03
7.660000000000000e-01	7.660000e-01	9.472689e-02	6.315126e-03
7.670000000000000e-01	7.670000e-01	9.538714e-02	6.359142e-03
7.680000000000000e-01	7.680000e-01	9.604882e-02	6.403255e-03
7.690000000000000e-01	7.690000e-01	9.671193e-02	6.447462e-03
7.700000000000000e-01	7.700000e-01	9.737646e-02	6.491764e-03
7.710000000000000e-01	7.710000e-01	9.804240e-02	6.536160e-03
7.720000000000000e-01	7.720000e-01	9.870973e-02	6.580648e-03
7.730000000000000e-01	7.730000e-01	9.937845e-02	6.625230e-03
7.740000000000000e-01	7.740000e-01	1.000485e-01	6.669903e-03
7.750000000000000e-01	7.750000e-01	1.007200e-01	6.714667e-03
7.760000000000000e-01	7.760000e-01	1.013928e-01	6.759522e-03
7.770000000000000e-01	7.770000e-01	1.020670e-01	6.804466e-03
7.780000000000000e-01	7.780000e-01	1.027425e-01	6.849499e-03
7.790000000000000e-01	7.790000e-01	1.034193e-01	6.894622e-03
7.800000000000000e-01	7.800000e-01	1.040975e-01	6.939831e-03
7.810000000000000e-01	7.810000e-01	1.047769e-01	6.985128e-03
7.820000000000000e-01	7.820000e-01	1.054577e-01	7.030512e-03
7.830000000000000e-01	7.830000e-01	1.061397e-01	7.075981e-03
7.840000000000000e-01	7.840000e-01	1.068230e-01	7.121536e-03
7.850000000000000e-01	7.850000e-01	1.075076e-01	7.167175e-03
7.860000000000000e-01	7.860000e-01	1.081935e-01	7.212899e-03
7.870000000000000e-01	7.870000e-01	1.088806e-01	7.258706e-03
7.880000000000000e-01	7.880000e-01	1.095689e-01	7.304596e-03
7.890000000000000e-01	7.890000e-01	1.102585e-01	7.350568e-03
7.900000000000000e-01	7.900000e-01	1.109493e-01	7.396623e-03
7.910000000000000e-01	7.910000e-01	1.116414e-01	7.442757e-03
7.920000000000000e-01	7.920000e-01	1.123346e-01	7.488973e-03
7.930000000000000e-01	7.930000e-01	1.130290e-01	7.535269e-03
7.940000000000000e-01	7.940000e-01	1.137247e-01	7.581644e-03
